payroll_employment_fte,payroll_employment_contract,payroll_employment_weeklyHours,id,address_siteState,work_site,work_startDate,work_tenureYears,work_isManager,work_yearsOfService,internal_status,active,fullName,displayName,work_department,eeo_ethnicity,employee_jobLevelId,personal_age,personal_birthDate,personal_nationality,home_legalGender,personal_pronouns,about_superpowers,about_hobbies,home_numberofkids,work_title,about_foodPreferences,internal_probationEndDate,internal_terminationReason,internal_terminationDate,internal_terminationType,humanReadable_payroll_timeSinceLastSalaryChange,timeOffRequest_type,timeOffBalance_totalTaken,peopleanalytics_teamsizeriskindicator,peopleanalytics_numwithsametitleriskindicator,peopleanalytics_yearswithrecentsalaryriskindicator,peopleanalytics_yearswithcurrenttitleriskindicator,peopleanalytics_kidsriskindicator,peopleanalytics_timeofffrequencyriskindicator,peopleanalytics_tenurerankriskindicator,peopleanalytics_ismanagerriskindicator,peopleanalytics_numofdirectreportsriskindicator,peopleanalytics_teamrecentturnoverriskindicator,peopleanalytics_ageriskindicator,peopleanalytics_recentmanagerchangeriskindicator,peopleanalytics_managertenureriskindicator,peopleanalytics_lowriskcounter,peopleanalytics_someriskcounter,peopleanalytics_atriskcounter,payroll_salary_monthlyPayment,payroll_salary_yearlyPayment,financial_bankName,payroll_salary_payFrequency,employeeNumber,Bonus_amount_value,variable_Bonus_amount,Commission_amount_value,executiveBonus_amount_value,lunchVouchers_amount_value,cycleToWork_amount_value,childcareVouchers_amount_value,deduction_seasonTicketLoans_amount,deduction_companyCar_amount,work_manager
0.5,Part-Time,20.0,3303095558306006016,Karnataka,Bengaluru,2023-01-01,2,False,2,Active,True,sri ram,sri ram,Marketing,White,L1,23,2001-06-10,USA,Male,He/Him,"fitness, coffee, football",,2.0,Social Media Coordinator,Any,2023-07-02,Unknown,,,2.0,Paid Leave,30.0,50.0,50.0,100.0,100.0,100.0,10.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,7.0,5.0,14500,174000,ICICI,bi-weekly,EMP5964,14500.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Harleen Quinnzel
1.0,Full-Time,32.25034857097933,3303135203597221888,Karnataka,Bengaluru,2023-08-17,1,False,6,Active,True,Aquera Test Manager,Aquera Test Manager,UI/UX,White,L2,28,1996-03-13,UK,Male,He/Him,"coffee, fitness, cooking",,0.0,Frontend Developer,Any,2024-02-15,Unknown,,,1.0,Sick Leave,49.0,100.0,50.0,50.0,50.0,10.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,4.0,8.0,23500,282000,Standard Chartered,monthly,EMP7675,23500.0,28200.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Tim Drake
1.0,Full-Time,35.682362789921015,3303135282802458624,Karnataka,Bengaluru,2023-11-17,1,False,3,Active,True,AqueraTest Manager User,AqueraTest Manager User,Machine Learning,White,L1,25,1999-02-22,UK,Male,He/Him,"football, blogging",,0.0,ML Intern,Any,2024-05-17,Unknown,,,1.0,Paid Leave,36.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,7.0,3.0,15000,180000,Standard Chartered,monthly,EMP7860,15000.0,18000.0,0.0,0.0,1200.0,0.0,0.0,2000.0,3000.0,Cassandra Cain
1.0,Full-Time,38.63254242694297,3303137456810885120,Karnataka,Bengaluru,2023-01-01,2,False,8,Active,True,sri ram,sri ram,IT,White,L3,32,1992-01-16,UK,Male,He/Him,"theatres and movies, travelling",,0.0,Network Engineer,Any,2023-07-02,Unknown,,,2.0,Paid Leave,27.0,50.0,50.0,100.0,100.0,10.0,10.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,2.0,8.0,3.0,31500,378000,ICICI,monthly,EMP2686,31500.0,37800.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Guy Gardner
1.0,Full-Time,34.54991925007485,3303181340555346432,West Bengal,Kolkata,2023-08-17,1,False,7,Active,True,Aquera Test Manager,Aquera Test Manager,UI/UX,Hispanic,L3,29,1995-05-07,USA,Female,She/Her,"fitness, coffee, football",,0.0,UX Designer,Any,2024-02-15,Unknown,,,1.0,Paid Leave,32.0,100.0,100.0,50.0,50.0,10.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,4.0,8.0,28000,336000,Standard Chartered,monthly,EMP9311,28000.0,33600.0,0.0,0.0,1200.0,600.0,0.0,0.0,0.0,Richard Grayson
1.0,Full-Time,32.76313920558169,3303181424625975808,Karnataka,Bengaluru,2023-11-17,1,True,9,Active,True,AqueraTest Manager User,AqueraTest Manager User,Finance & Admin,White,L3,33,1991-03-06,Canada,Male,He/Him,"coffee, fitness, cooking",,1.0,Financial Analyst,Any,2024-05-17,Unknown,,,1.0,Paid Leave,32.0,10.0,10.0,50.0,50.0,50.0,50.0,100.0,10.0,10.0,100.0,10.0,50.0,50.0,5.0,6.0,2.0,32000,384000,Standard Chartered,monthly,EMP9747,32000.0,38400.0,0.0,0.0,1200.0,600.0,2000.0,1000.0,0.0,Victor Fries
1.0,Full-Time,36.27688542598157,3303183426726658560,Haryana,Gurgaon,2023-01-01,2,False,3,Active,True,sri ram,sri ram,IT,African American,L1,25,2000-01-03,USA,Male,He/Him,"fitness, coffee, football",,0.0,IT Support,Any,2023-07-02,Unknown,,,1.0,Paid Leave,33.0,50.0,100.0,50.0,50.0,10.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,9.0,3.0,16500,198000,ICICI,monthly,EMP5084,16500.0,19800.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Hal Jordan
1.0,Full-Time,30.68772650967098,3303191853687374336,Karnataka,Bengaluru,2023-08-17,1,False,9,Active,True,Aquera Test Manager,Aquera Test Manager,Finance & Admin,White,L1,33,1991-01-15,Canada,Male,He/Him,"travelling, chess, sports entertainment",,0.0,Accounts Associate,Any,2024-02-15,Unknown,,,1.0,Paid Leave,29.0,10.0,50.0,50.0,50.0,10.0,10.0,100.0,50.0,10.0,100.0,10.0,50.0,50.0,5.0,6.0,2.0,27000,324000,Standard Chartered,monthly,EMP7561,27000.0,32400.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Oswald Cobblepot
1.0,Full-Time,31.443868655399964,3303191954912707072,Karnataka,Bengaluru,2023-11-17,1,False,3,Active,True,AqueraTest Manager User,AqueraTest Manager User,Customer Service,Asian,L1,27,1997-08-04,India,Male,He/Him,"sports entertainment, cooking, blogging",,0.0,Customer Service Associate,Any,2024-05-17,Unknown,,,1.0,Paid Leave,34.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,7.0,3.0,15000,180000,Standard Chartered,monthly,EMP6569,15000.0,18000.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Selina Kyle
1.0,Full-Time,31.053059548528452,3303195939711222272,Karnataka,Bengaluru,2023-08-17,1,False,5,Active,True,Aquera Test Manager,Aquera Test Manager,Finance & Admin,African American,L1,27,1997-08-06,USA,Male,He/Him,"football, blogging",,1.0,Accounts Associate,Any,2024-02-15,Unknown,,,1.0,Bereavement Leave,42.43,10.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,10.0,100.0,100.0,50.0,50.0,2.0,7.0,4.0,19000,228000,Standard Chartered,monthly,EMP3510,19000.0,22800.0,0.0,0.0,1200.0,0.0,2000.0,0.0,0.0,Oswald Cobblepot
1.0,Full-Time,35.8948605646175,3303196028479472128,Karnataka,Bengaluru,2023-11-17,1,False,8,Active,True,AqueraTest Manager User,AqueraTest Manager User,Marketing,African American,L3,30,1994-08-20,USA,Female,She/Her,"coffee, fitness, cooking",,1.0,Marketing Analyst,Any,2024-05-17,Unknown,,,1.0,Paid Leave,29.0,50.0,50.0,50.0,50.0,50.0,10.0,100.0,50.0,50.0,100.0,50.0,50.0,50.0,1.0,10.0,2.0,30000,360000,Standard Chartered,monthly,EMP5870,30000.0,28800.0,7200.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Harvey Dent
1.0,Full-Time,36.91499288186599,3303198177523401216,Karnataka,Bengaluru,2023-01-01,2,False,6,Active,True,sri ram,sri ram,UI/UX,White,L1,30,1994-03-26,UK,Male,He/Him,"coffee, fitness, cooking",,0.0,Junior UX Designer,Any,2023-07-02,Unknown,,,2.0,Maternity Leave,180.0,100.0,100.0,100.0,100.0,10.0,50.0,50.0,50.0,100.0,100.0,50.0,100.0,100.0,1.0,4.0,8.0,22500,270000,ICICI,monthly,EMP3554,22500.0,27000.0,0.0,0.0,1200.0,0.0,0.0,2000.0,3000.0,Barabara Gordon
1.0,Full-Time,31.0062960486773,3303219678029021696,Haryana,Gurgaon,2023-08-17,1,False,5,Active,True,Aquera Test Manager,Aquera Test Manager,Marketing,White,L3,26,1998-06-26,Canada,Male,He/Him,"travelling, chess, sports entertainment",,2.0,Marketing Analyst,Vegetarian,2024-02-15,Unknown,,,1.0,Unpaid Leave,40.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,0.0,9.0,4.0,24000,288000,Standard Chartered,monthly,EMP4843,24000.0,23040.0,5760.0,0.0,1200.0,0.0,4000.0,1000.0,0.0,Harvey Dent
1.0,Full-Time,32.495250355739245,3303219777794736640,Karnataka,Bengaluru,2023-11-17,1,False,4,Active,True,AqueraTest Manager User,AqueraTest Manager User,Customer Service,White,L3,26,1998-03-20,Canada,Male,He/Him,"coffee, fitness, cooking",,1.0,Technical Consultant,Any,2024-05-17,Unknown,,,1.0,Sick Leave,43.0,50.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,2.0,7.0,4.0,22000,264000,Standard Chartered,monthly,EMP3034,22000.0,26400.0,0.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Zatanna Zatara
1.0,Full-Time,39.91909343024822,3303221888074908160,Haryana,Gurgaon,2023-01-01,2,False,4,Active,True,sri ram,sri ram,Management,Hispanic,L1,25,1999-11-30,USA,Female,She/Her,"football, blogging",,0.0,Management Trainee,Any,2023-07-02,Unknown,,,2.0,Paid Leave,30.0,10.0,10.0,100.0,100.0,10.0,10.0,50.0,50.0,10.0,100.0,100.0,10.0,10.0,7.0,2.0,4.0,18500,222000,ICICI,monthly,EMP3609,18500.0,17760.0,4440.0,0.0,1200.0,0.0,0.0,2000.0,0.0,Bruce Wayne
1.0,Full-Time,44.25692015254784,3303230637728596480,Karnataka,Bengaluru,2015-02-10,10,True,17,Active,True,Joshua Blackburn,Joshua Blackburn,Customer Service,African American,L6,41,1983-09-11,USA,Male,He/Him,"fitness, coffee, football",,0.0,Engagement Manager,Any,2015-08-11,Unknown,,,0.0,Maternity Leave,198.0,50.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,50.0,100.0,10.0,10.0,10.0,9.0,3.0,1.0,69000,828000,HSBC,monthly,EMP8818,69000.0,82800.0,33120.0,49680.0,1200.0,0.0,0.0,2000.0,3000.0,Jason Blood
1.0,Full-Time,31.63062791389799,3303936892419965952,Karnataka,Bengaluru,2024-02-15,1,False,6,Active,True,Testing testingg,Testing testingg,Customer Service,White,L2,27,1997-07-27,UK,Male,He/Him,"travelling, chess, sports entertainment",,0.0,Support Specialist,Any,2024-08-15,Unknown,,,1.0,Paid Leave,35.0,50.0,10.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,4.0,6.0,3.0,23500,282000,Standard Chartered,monthly,EMP2725,23500.0,28200.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Zatanna Zatara
1.0,Full-Time,43.03254355995073,3303942311628506112,Karnataka,Bengaluru,2014-11-20,10,True,17,Active,True,Hanu Hall,Hanu Hall,UI/UX,African American,L5,40,1984-08-24,USA,Female,She/Her,"travelling, chess, sports entertainment",,1.0,UI/UX Manager,Any,2015-05-21,Unknown,,,0.0,Paid Leave,30.0,100.0,50.0,10.0,10.0,50.0,10.0,10.0,10.0,100.0,100.0,10.0,100.0,100.0,6.0,2.0,5.0,66500,798000,HSBC,monthly,EMP47,66500.0,79800.0,31920.0,47880.0,1200.0,0.0,2000.0,0.0,3000.0,Jason Todd
1.0,Full-Time,35.522815341558385,3303944712422949888,Haryana,Gurgaon,2023-08-01,1,False,5,Active,True,Mason Legge,Mason Legge,Platform,White,L1,28,1996-04-26,Canada,Male,He/Him,"travelling, chess, sports entertainment",,2.0,Junior Backend Developer,Any,2024-01-30,Unknown,,,1.0,Paid Leave,33.0,100.0,100.0,50.0,50.0,100.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,4.0,9.0,19000,228000,Standard Chartered,monthly,EMP8248,19000.0,22800.0,0.0,0.0,1200.0,0.0,4000.0,1000.0,0.0,Roy Harper
1.0,Full-Time,33.88514876116521,3306003014598263808,Haryana,Gurgaon,2023-08-17,1,False,2,Active,True,Aquera Test Manager,Aquera Test Manager,UI/UX,White,L1,25,1999-08-16,UK,Male,He/Him,"coffee, fitness, cooking",,2.0,Junior UX Designer,Any,2024-02-15,Unknown,,,1.0,Sick Leave,49.0,100.0,100.0,50.0,50.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,3.0,10.0,13000,156000,Standard Chartered,monthly,EMP3947,13000.0,15600.0,0.0,0.0,1200.0,600.0,4000.0,0.0,0.0,Jason Todd
1.0,Full-Time,30.662850329574592,3306003106352858112,Karnataka,Bengaluru,2023-11-17,1,False,7,Active,True,AqueraTest Manager User,AqueraTest Manager User,Platform,White,L3,30,1994-03-02,USA,Male,He/Him,"sports entertainment, football",,0.0,Backend Developer,Any,2024-05-17,Unknown,,,1.0,Paid Leave,27.0,100.0,50.0,50.0,50.0,10.0,10.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,2.0,5.0,6.0,28000,336000,Standard Chartered,monthly,EMP132,28000.0,33600.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Roy Harper
1.0,Full-Time,39.9219633173561,3306004141255427072,Karnataka,Bengaluru,2023-01-01,2,True,7,Active,True,sri ram,sri ram,Machine Learning,White,L6,31,1993-12-18,UK,Female,She/Her,"coffee, fitness, cooking",,1.0,Principal Data Scientist,Any,2023-07-02,Unknown,,,2.0,Paid Leave,35.0,50.0,10.0,100.0,100.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,10.0,10.0,4.0,6.0,3.0,37000,444000,ICICI,monthly,EMP7270,37000.0,44400.0,17760.0,26640.0,1200.0,0.0,2000.0,1000.0,3000.0,Stephanie Brown
1.0,Full-Time,32.76113578351099,3306012680707376128,Karnataka,Bengaluru,2023-08-17,1,False,5,Active,True,Aquera Test Manager,Aquera Test Manager,Platform,White,L1,26,1998-07-02,USA,Female,She/Her,"theatres and movies, travelling",,1.0,Junior Backend Developer,Any,2024-02-15,Unknown,,,1.0,Paid Leave,32.0,100.0,100.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,5.0,8.0,19000,228000,Standard Chartered,monthly,EMP8771,19000.0,22800.0,0.0,0.0,1200.0,0.0,2000.0,2000.0,0.0,Roy Harper
1.0,Full-Time,35.148417949563495,3306012770079605760,Karnataka,Bengaluru,2023-11-17,1,False,1,Active,True,AqueraTest Manager User,AqueraTest Manager User,Marketing,Asian,L1,23,2001-05-07,China,Female,She/Her,"coffee, fitness, cooking",,0.0,Social Media Coordinator,Any,2024-05-17,Unknown,,,1.0,Paid Leave,35.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,9.0,3.0,11000,132000,Standard Chartered,monthly,EMP1337,11000.0,10560.0,2640.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Harvey Dent
1.0,Full-Time,43.90210137583681,3306014759261832192,West Bengal,Kolkata,2023-01-01,2,False,10,Active,True,sri ram,sri ram,IT,White,L3,31,1993-10-21,UK,Female,She/Her,"sports entertainment, cooking, blogging",,1.0,Network Engineer,Any,2023-07-02,Unknown,,,2.0,Paid Leave,30.0,50.0,50.0,100.0,100.0,50.0,10.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,1.0,9.0,3.0,35500,426000,ICICI,monthly,EMP7301,35500.0,42600.0,0.0,0.0,1200.0,0.0,2000.0,1000.0,3000.0,Hal Jordan
1.0,Full-Time,30.79759990922497,3306028583117390848,Haryana,Gurgaon,2023-08-17,1,False,3,Active,True,Laura Sumittt,Laura Sumittt,IT,White,L3,24,2000-05-09,UK,Male,He/Him,"craft beer, blogging",,0.0,Network Engineer,Any,2024-02-15,Unknown,,,1.0,Paid Leave,36.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,9.0,3.0,20000,240000,Standard Chartered,monthly,EMP4379,20000.0,24000.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Jon Stewart
1.0,Full-Time,34.34858270356514,3306033209938018304,Karnataka,Bengaluru,2023-08-17,1,False,1,Active,True,Aquera Test Manager,Aquera Test Manager,UI/UX,White,L1,22,2002-08-28,Canada,Female,She/Her,"coffee, fitness, cooking",,0.0,Junior UX Designer,Any,2024-02-15,Unknown,,,1.0,Sick Leave,45.0,100.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,3.0,9.0,11000,132000,Standard Chartered,monthly,EMP4904,11000.0,13200.0,0.0,0.0,1200.0,600.0,0.0,1000.0,0.0,Tim Drake
1.0,Full-Time,31.68805276850643,3306033292918128640,Karnataka,Bengaluru,2023-11-17,1,False,5,Active,True,AqueraTest Manager User,AqueraTest Manager User,IT,White,L1,26,1998-02-09,USA,Male,He/Him,"fitness, coffee, football",,1.0,IT Support,Any,2024-05-17,Unknown,,,1.0,Paid Leave,27.0,50.0,100.0,50.0,50.0,50.0,10.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,8.0,4.0,19000,228000,Standard Chartered,monthly,EMP8852,19000.0,22800.0,0.0,0.0,1200.0,600.0,2000.0,0.0,0.0,Guy Gardner
1.0,Full-Time,42.31170529499797,3306034943267700736,Karnataka,Bengaluru,2023-01-01,2,False,8,Active,True,sri ram,sri ram,IT,White,L2,29,1995-04-19,UK,Female,She/Her,"coffee, fitness, cooking",,2.0,System Administrator,Any,2023-07-02,Unknown,,,2.0,Sick Leave,47.0,50.0,50.0,100.0,100.0,100.0,100.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,0.0,7.0,6.0,29000,348000,ICICI,monthly,EMP5503,29000.0,34800.0,0.0,0.0,1200.0,0.0,4000.0,1000.0,0.0,Guy Gardner
1.0,Full-Time,33.64424010735887,3306035151875604480,Karnataka,Bengaluru,2023-08-17,1,False,7,Active,True,Joshua Hall,Joshua Hall,Marketing,African American,L3,28,1996-09-24,USA,Female,She/Her,"theatres and movies, travelling",,2.0,Marketing Analyst,Any,2024-02-15,Unknown,,,1.0,Paid Leave,32.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,0.0,9.0,4.0,28000,336000,Standard Chartered,monthly,EMP5060,28000.0,26880.0,6720.0,0.0,1200.0,0.0,4000.0,1000.0,3000.0,Harleen Quinnzel
1.0,Full-Time,33.38539731107001,3306093147112604160,West Bengal,Kolkata,2023-08-17,1,False,3,Active,True,Aquera Test Manager,Aquera Test Manager,Customer Service,White,L1,26,1998-11-15,UK,Female,She/Her,"football, blogging",,0.0,Customer Service Associate,Vegan,2024-02-15,Unknown,,,1.0,Paid Leave,36.0,50.0,50.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,3.0,7.0,3.0,15000,180000,Standard Chartered,monthly,EMP3046,15000.0,18000.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,Selina Kyle
1.0,Full-Time,35.50793228653251,3306093222928843264,Karnataka,Bengaluru,2023-11-17,1,False,10,Active,True,AqueraTest Manager User,AqueraTest Manager User,Platform,African American,L1,31,1993-06-30,USA,Male,He/Him,"travelling, chess, sports entertainment",,0.0,Junior Backend Developer,Any,2024-05-17,Unknown,,,1.0,Bereavement Leave,47.0,100.0,100.0,50.0,50.0,10.0,100.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,1.0,4.0,8.0,29000,348000,Standard Chartered,monthly,EMP8339,29000.0,34800.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Damian Wayne
1.0,Full-Time,43.96893115744124,3306095444475511296,West Bengal,Kolkata,2023-01-01,2,False,2,Active,True,sri ram,sri ram,Platform,White,L3,25,1999-09-28,Canada,Male,He/Him,"theatres and movies, travelling",,0.0,Backend Developer,Any,2023-07-02,Unknown,,,2.0,Sick Leave,45.0,100.0,50.0,100.0,100.0,10.0,100.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,3.0,9.0,19500,234000,ICICI,monthly,EMP8958,19500.0,23400.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Connor Hawke
1.0,Full-Time,35.673746434319646,3306111178853319168,Haryana,Gurgaon,2023-08-17,1,False,7,Active,True,Aquera Test Manager,Aquera Test Manager,UI/UX,American Indian,L3,31,1993-09-27,USA,Female,She/Her,"coffee, fitness, cooking",,0.0,UX Designer,Any,2024-02-15,Unknown,,,1.0,Paid Leave,32.0,100.0,100.0,50.0,50.0,10.0,50.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,1.0,5.0,7.0,28000,336000,Standard Chartered,monthly,EMP727,28000.0,33600.0,0.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Tim Drake
1.0,Full-Time,31.91250972780062,3306111251901317632,Karnataka,Bengaluru,2023-11-17,1,False,1,Active,True,AqueraTest Manager User,AqueraTest Manager User,UI/UX,African American,L1,23,2001-01-31,USA,Male,He/Him,"coffee, fitness, cooking",,0.0,Junior UX Designer,Any,2024-05-17,Unknown,,,1.0,Unpaid Leave,41.0,100.0,100.0,50.0,50.0,10.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,1.0,4.0,8.0,11000,132000,Standard Chartered,monthly,EMP8568,11000.0,13200.0,0.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Tim Drake
1.0,Full-Time,43.05499595457055,3306113309912072704,Karnataka,Bengaluru,2023-01-01,2,False,5,Active,True,sri ram,sri ram,Marketing,White,L1,28,1996-11-02,Canada,Female,She/Her,"coffee, fitness, cooking",,2.0,Social Media Coordinator,Any,2023-07-02,Unknown,,,1.0,Paid Leave,34.0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,50.0,50.0,100.0,100.0,50.0,50.0,0.0,10.0,3.0,20500,246000,ICICI,monthly,EMP8942,20500.0,19680.0,4920.0,0.0,1200.0,0.0,4000.0,0.0,0.0,Pamela Isley
1.0,Full-Time,34.19219248986508,3306121233086546432,Karnataka,Bengaluru,2023-08-17,1,False,1,Active,True,Aquera Test Manager,Aquera Test Manager,Marketing,White,L2,23,2001-12-01,Canada,Female,She/Her,"coffee, fitness, cooking",,2.0,Marketing Associate,Any,2024-02-15,Unknown,,,1.0,Paid Leave,31.0,50.0,10.0,50.0,50.0,100.0,50.0,100.0,50.0,50.0,100.0,100.0,50.0,50.0,1.0,8.0,4.0,13500,162000,Standard Chartered,monthly,EMP4605,13500.0,12960.0,3240.0,0.0,1200.0,600.0,4000.0,0.0,0.0,Pamela Isley
1.0,Full-Time,30.339032096561592,3306121305639617024,Haryana,Gurgaon,2023-11-17,1,False,5,Active,True,AqueraTest Manager User,AqueraTest Manager User,Sales,African American,L1,26,1998-11-11,USA,Female,She/Her,"coffee, fitness, cooking",,0.0,Sales Associate,Any,2024-05-17,Unknown,,,1.0,Paid Leave,27.0,50.0,50.0,50.0,50.0,10.0,10.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,4.0,6.0,3.0,19000,228000,Standard Chartered,monthly,EMP446,19000.0,18240.0,4560.0,0.0,1200.0,0.0,0.0,0.0,3000.0,Harvey Bullock
1.0,Full-Time,42.579560490987475,3306124579176449024,Haryana,Gurgaon,2023-01-01,2,False,11,Active,True,sri ram,sri ram,Sales,White,L1,35,1989-08-23,UK,Female,She/Her,"football, blogging",,0.0,Sales Associate,Any,2023-07-02,Unknown,,,2.0,Sick Leave,49.0,50.0,50.0,100.0,100.0,10.0,100.0,50.0,50.0,50.0,100.0,10.0,10.0,10.0,4.0,5.0,4.0,32500,390000,ICICI,monthly,EMP9310,32500.0,31200.0,7800.0,0.0,1200.0,0.0,0.0,1000.0,0.0,Renee Montoya
1.0,Full-Time,30.300050904832315,3306138594241937408,Karnataka,Bengaluru,2023-08-17,1,False,9,Active,True,Aquera Test Manager,Aquera Test Manager,Platform,African American,L2,33,1991-08-01,USA,Female,She/Her,"travelling, chess, sports entertainment",,0.0,Platform Engineer,Any,2024-02-15,Unknown,,,1.0,Paid Leave,27.0,100.0,50.0,50.0,50.0,10.0,10.0,100.0,50.0,100.0,100.0,10.0,100.0,100.0,3.0,4.0,6.0,29500,354000,Standard Chartered,monthly,EMP5962,29500.0,35400.0,0.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Roy Harper
1.0,Full-Time,30.643167244945488,3306138665654157312,West Bengal,Kolkata,2023-11-17,1,False,1,Active,True,AqueraTest Manager User,AqueraTest Manager User,UI/UX,African American,L1,23,2001-01-18,USA,Male,He/Him,"travelling, chess, sports entertainment",,1.0,Junior UX Designer,Vegetarian,2024-05-17,Unknown,,,1.0,Paid Leave,32.0,100.0,100.0,50.0,50.0,50.0,50.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,0.0,5.0,8.0,11000,132000,Standard Chartered,monthly,EMP6667,11000.0,13200.0,0.0,0.0,1200.0,0.0,2000.0,1000.0,0.0,Richard Grayson
1.0,Full-Time,47.87550539376738,3306141896283258880,Haryana,Gurgaon,2023-01-01,2,False,8,Active,True,sri ram,sri ram,UI/UX,White,L1,32,1992-03-28,Canada,Male,He/Him,"coffee, fitness, cooking",,0.0,Junior UX Designer,Any,2023-07-02,Unknown,,,0.0,Maternity Leave,192.0,100.0,100.0,10.0,10.0,10.0,50.0,50.0,50.0,100.0,100.0,50.0,100.0,100.0,3.0,4.0,6.0,26500,318000,ICICI,monthly,EMP339,26500.0,31800.0,0.0,0.0,1200.0,0.0,0.0,1000.0,3000.0,Tim Drake
1.0,Full-Time,42.30934566182584,3306158544113369088,Karnataka,Bengaluru,2014-11-20,10,True,16,Active,True,Pamala Legge,Pamala Legge,Human Resources,White,L6,40,1984-09-30,USA,Female,She/Her,"theatres and movies, travelling",,0.0,HR Director,Any,2015-05-21,Unknown,,,1.0,Paid Leave,31.0,10.0,10.0,50.0,50.0,10.0,50.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,9.0,3.0,1.0,67000,804000,HSBC,monthly,EMP5134,67000.0,80400.0,32160.0,48240.0,1200.0,0.0,0.0,0.0,3000.0,Joe Karr
1.0,Full-Time,35.327152386538216,3306312484951949824,Haryana,Gurgaon,2023-08-17,1,False,4,Active,True,Aquera Test Manager,Aquera Test Manager,Sales,White,L2,28,1996-02-12,Canada,Female,She/Her,"sports entertainment, football",,0.0,Sales Representative,Any,2024-02-15,Unknown,,,1.0,Paid Leave,35.0,50.0,10.0,50.0,50.0,10.0,50.0,100.0,50.0,50.0,100.0,100.0,10.0,10.0,4.0,6.0,3.0,19500,234000,Standard Chartered,monthly,EMP1283,19500.0,18720.0,4680.0,0.0,1200.0,0.0,0.0,0.0,0.0,Jim Gordon
